小Y,https://www.douban.com/people/171718035/,2017/12/28,1,2018/12/28,0:09:17,3,不过是一部尚可一看的作品，却被夸的如此之高。不敢苟同,1,0
浪子出家人,https://www.douban.com/people/164215892/,2017/7/24,2,2019/1/2,20:12:58,1,说实话，最讨厌这种剧了，其实很狗血,2,0
豆友188025050,https://www.douban.com/people/188025050/,2018/11/30,1,2018/12/16,14:33:55,8,不真实,1,1
衔蝉雪花猫,https://www.douban.com/people/139521903/,2015/12/26,2,2018/12/28,17:55:47,7,？？？评分这么高，我觉得完全不戳人啊，还是高服化道偶像剧……孔笙这几年一贯的套路啊，剧本很一般啊……也没觉得拍的很80年代，没融进去的感觉,2,0
就想打你,https://www.douban.com/people/stillbuding/,2006/11/30,1,2018/12/18,10:06:08,7,神烦杨烁,1,0
真悲剧平男,https://www.douban.com/people/139773323/,2015/12/31,2,2018/12/26,20:05:50,4,两个万能人一个干什么成什么，一个进厂一个月，抵得上千军万马。剧情进度那叫一个慢，看得累死人。,2,0
史文恭亲娘,https://www.douban.com/people/115644247/,2014/12/19,2,2018/12/30,2:48:24,2,做作,2,1
卷耳猫Nico,https://www.douban.com/people/174662042/,2018/2/27,2,2018/12/29,18:04:33,6,评分虚高，姐姐死了就不想看了，对男主无感，喜欢杨烁多一些！,2,0
iclesss,https://www.douban.com/people/154683888/,2016/12/5,2,2018/12/18,1:06:53,3,额,2,1
秋野さおり,https://www.douban.com/people/130564321/,2015/7/1,1,2018/12/13,17:20:04,7,观众也太好糊弄了,1,0
随便走走,https://www.douban.com/people/177871549/,2018/4/26,2,2018/12/22,22:01:04,3,额…没有评论说的那么好吧，剧情好慢好慢…看了四集还是没进入主题。弃,2,0
老三,https://www.douban.com/people/121049880/,2015/2/4,1,2019/1/1,20:49:19,1,来降降温,1,2
Allen,https://www.douban.com/people/75764477/,2013/7/25,2,2019/1/1,19:51:18,3,被高估了，7分左右差不多，剧情上细节的漏洞和不合理的地方比比皆是。,2,0
海蓝,https://www.douban.com/people/184137193/,2018/9/5,2,2018/12/17,18:27:14,10,没感觉好看，起码前两集完全没感觉。,2,0
海阔天空,https://www.douban.com/people/152135870/,2016/10/6,1,2018/12/16,16:25:28,4,选角让人失望😥,1,0
qqmmjj,https://www.douban.com/people/150351399/,2016/8/27,1,2018/12/26,12:53:07,1,受到小包总嗓音的困扰，不是我的菜,1,0
鬼剪羽,https://www.douban.com/people/122347449/,2015/3/4,2,2018/12/16,21:03:36,3,不行不行，不好看,2,0
爱吃虾,https://www.douban.com/people/171717220/,2017/12/28,2,2018/12/17,20:39:26,16,评分有点过高了吧？！中规中矩的一部戏！剧本套路明显，情节和人物几乎找不到亮点，人物开挂式的成长史，各种口号式的台词，流露出创作者满满的求生欲！披着现实主义的外衣实则全是意淫和讨好，那真是国产电视剧的悲哀了！ps：杨烁这个演员无论形象表演声音都透着一股令人作呕的油腻！,2,0
风闻他很美,https://www.douban.com/people/165422655/,2017/8/15,1,2018/12/26,19:51:13,3,评分虚高，总的来说6分剧,1,0
吃瓜群众,https://www.douban.com/people/148826504/,2016/7/26,2,2018/12/27,22:00:17,1,过得去,2,1
月满似时,https://www.douban.com/people/DCPulsating/,2013/7/23,2,2019/1/1,12:39:02,4,原著也就是网文水平吧，主角无脑开挂，满足了作者对于自身没达到的知识分子人生巅峰的可笑意淫，幸好演员还行，如果把平凡的世界的剧本加上这部剧的演员，那就真的五星了,2,0
骰子,https://www.douban.com/people/175956453/,2018/3/26,1,2018/12/18,18:08:31,6,选角很违和，感觉太强行了。题材也不是我喜欢的题材，卖情怀太过就很腻了。,1,2
달콤한,https://www.douban.com/people/172430098/,2018/1/11,1,2018/12/18,1:39:55,7,一般,1,0
最忠实的观众,https://www.douban.com/people/158604025/,2017/3/4,1,2018/12/20,19:42:05,4,很一般啊，我说演技有点emmm,1,0
W.J,https://www.douban.com/people/155096785/,2016/12/16,1,2018/12/21,22:08:03,4,编剧个贱人，为了多加女演员。强行写死萍萍，别怪我狠心。一星奉上,1,0
STJ,https://www.douban.com/people/stjgm/,2015/5/11,2,2018/12/30,3:36:58,1,4分送给老一辈，节奏慢的不行，看睡着了。,2,0
橘猫皮卡丘,https://www.douban.com/people/sin13cos14/,2013/12/30,1,2018/12/30,16:35:32,5,越往后，越缺少张力，看的困了,1,0
echo,https://www.douban.com/people/143191830/,2016/3/13,1,2018/12/22,12:58:33,6,不好意思王凯的演技让我实在看不下去👎,1,0
崭波,https://www.douban.com/people/184198913/,2018/9/7,2,2018/12/13,15:14:02,13,正午被吹过了，正午的演员也被吹过了。,2,0
惕然,https://www.douban.com/people/155384200/,2016/12/22,1,2018/12/16,22:08:45,4,一分给杨烁，不能再多了。,1,0
Eao,https://www.douban.com/people/178635652/,2018/5/13,1,2018/12/30,20:53:16,6,这部剧很多细节很好看，不过看到一半感觉宋运辉这个角色塑造的有点偏离现实，像是所有人都要围绕他讨好他才能活下去一样，太不符合年代现实,1,0
Birdy.H,https://www.douban.com/people/Erin0202/,2007/6/15,1,2019/1/3,11:28:06,1,叨叨的烦死了,1,1
Rogue,https://www.douban.com/people/fadfassfadsfasd/,2015/12/2,1,2019/1/1,20:18:26,3,熱門評論說節奏快我兩倍速加快進都嫌慢3集棄,1,0
起个名字真难,https://www.douban.com/people/144928594/,2016/4/23,2,2019/1/1,20:10:00,3,国产佳作，仅限国产。再怎么用心也挡不住虚大的47集✖️45分钟。看电视剧能感觉像是我自己在工作，那些无聊的工作破事一遍一遍提，靠各位角色的嘴推动一切，凑时间也全靠这个，《人民的名义》是你失散多年的兄弟？,2,0
comacoma,https://www.douban.com/people/3641518/,2009/2/14,1,2018/12/15,1:33:52,9,不真实。,1,1
程博衍对象儿,https://www.douban.com/people/Lokry666/,2014/8/12,2,2018/12/15,19:54:19,4,演员的口音绝了都一溜乱七八糟北方人剪辑喝大了吧台词直接从政治1抠来的,2,2
流年*指尖的沙,https://www.douban.com/people/171975725/,2018/1/2,1,2018/12/16,17:35:30,4,很遗憾小说改编的并不如小说好看,1,0
ICPO小鹏……,https://www.douban.com/people/175733048/,2018/3/21,2,2018/12/30,20:30:17,4,用木制锅盖做白面米饭，人人一套白色衬衫，这特么是改革开放初期？高考恢复前读清北的都是些什么人？,2,0
太阳好大吖,https://www.douban.com/people/36698909/,2010/3/9,2,2018/12/30,2:50:01,1,2星给雷东宝和杨巡，演得好。,2,2
醒了吗,https://www.douban.com/people/139740355/,2015/12/30,1,2019/1/2,20:38:31,1,真难看，现代剧剧情脱离实际，重大历史事件与事实不符。这是把观众当傻子,1,0
