1,警员真枪实弹抓捕,SCENE,NEUTRAL,hotViewAndCount
1,胜武有勇有谋,SCENE,NEUTRAL,hotViewAndCount
1,科目三及格,SCENE,NEUTRAL,hotViewAndCount
1,缉毒一哥,SCENE,NEUTRAL,hotViewAndCount
1,脚步声不协调,SCENE,NEUTRAL,hotViewAndCount
1,鲸鱼表白,SCENE,NEUTRAL,hotViewAndCount
1,火拼场面太少,SCENE,NEUTRAL,hotViewAndCount
2,动作霸气,SCENE,NEUTRAL,hotViewAndCount
1,场景镜头太好看,SCENE,NEUTRAL,hotViewAndCount
1,场景很尬,SCENE,NEUTRAL,hotViewAndCount
1,场面好真实,SCENE,NEUTRAL,hotViewAndCount
2,李国海帅,SCENE,NEUTRAL,hotViewAndCount
2,室内场景很空旷,SCENE,NEUTRAL,hotViewAndCount
2,场景讽刺,SCENE,NEUTRAL,hotViewAndCount
1,鲸鱼太棒,SCENE,NEUTRAL,hotViewAndCount
13,场面有点乱,SCENE,NEUTRAL,hotViewAndCount
1,缉毒警员车挺好,SCENE,NEUTRAL,hotViewAndCount
2,场景很熟悉,SCENE,NEUTRAL,hotViewAndCount
2,动作好看,SCENE,NEUTRAL,hotViewAndCount
1,场景好奇怪,SCENE,NEUTRAL,hotViewAndCount
1,飞飞父子相认的场面好期待,SCENE,NEUTRAL,hotViewAndCount
1,动作有点大,SCENE,NEUTRAL,hotViewAndCount
3,场景太给力,SCENE,NEUTRAL,hotViewAndCount
5,开头刺激,SCENE,NEUTRAL,hotViewAndCount
1,后面胜武非常牛逼,SCENE,NEUTRAL,hotViewAndCount
15,场面好熟悉,SCENE,NEUTRAL,hotViewAndCount
1,氺伯好烦,SCENE,NEUTRAL,hotViewAndCount
1,动作枪战没那么假,SCENE,NEUTRAL,hotViewAndCount
1,场面越铺越大,SCENE,NEUTRAL,hotViewAndCount
2,打斗戏尴尬,SCENE,NEUTRAL,hotViewAndCount
1,塔寨离间,SCENE,NEUTRAL,hotViewAndCount
1,宗亲势力太彪悍,SCENE,NEUTRAL,hotViewAndCount
1,场景一模一样,SCENE,NEUTRAL,hotViewAndCount
11,广州城中村烂,SCENE,NEUTRAL,hotViewAndCount
1,养鸡场打斗惊险,SCENE,NEUTRAL,hotViewAndCount
1,国外实景很少,SCENE,NEUTRAL,hotViewAndCount
1,场景不符合常理,SCENE,NEUTRAL,hotViewAndCount
2,打斗太真实,SCENE,NEUTRAL,hotViewAndCount
1,李飞打斗生病,SCENE,NEUTRAL,hotViewAndCount
1,动作活灵活现,SCENE,NEUTRAL,hotViewAndCount
13,场景好熟悉,SCENE,NEUTRAL,hotViewAndCount
1,三千人武装的场面想看,SCENE,NEUTRAL,hotViewAndCount
1,场景挺真实,SCENE,NEUTRAL,hotViewAndCount
1,围剿塔寨的大场面想看,SCENE,NEUTRAL,hotViewAndCount
6,开枪的场面太炸,SCENE,NEUTRAL,hotViewAndCount
1,场景太真实,SCENE,NEUTRAL,hotViewAndCount
1,嫌疑人的场景极其相似,SCENE,NEUTRAL,hotViewAndCount
7,鲸鱼打戏想看,SCENE,NEUTRAL,hotViewAndCount
1,动作小可爱,SCENE,NEUTRAL,hotViewAndCount
1,场景和谐,SCENE,NEUTRAL,hotViewAndCount
1,打斗场面过于真实,SCENE,NEUTRAL,hotViewAndCount
1,战术动作标准,SCENE,NEUTRAL,hotViewAndCount
1,小车刹车声好嚣张,SCENE,NEUTRAL,hotViewAndCount
1,摩托车好可以,SCENE,NEUTRAL,hotViewAndCount
322,动作不规范,SCENE,NEUTRAL,hotViewAndCount
1,场景看不惯,SCENE,NEUTRAL,hotViewAndCount
1,场面追,SCENE,NEUTRAL,hotViewAndCount
1,大场面好期待,SCENE,NEUTRAL,hotViewAndCount
2,开头大场面,SCENE,NEUTRAL,hotViewAndCount
1,场景切换有点乱,SCENE,NEUTRAL,hotViewAndCount
1,打斗枪战车祸很真实,SCENE,NEUTRAL,hotViewAndCount
5,场景挺好,SCENE,NEUTRAL,hotViewAndCount
1,高手对决好看,SCENE,NEUTRAL,hotViewAndCount
1,车祸镜头厉害,SCENE,NEUTRAL,hotViewAndCount
1,机动感情戏太多,SCENE,NEUTRAL,hotViewAndCount
1,场面不火爆,SCENE,NEUTRAL,hotViewAndCount
2,鲸鱼喜欢,SCENE,NEUTRAL,hotViewAndCount
1,动作不配,SCENE,NEUTRAL,hotViewAndCount
1,巴西柔术的打斗看不到,SCENE,NEUTRAL,hotViewAndCount
1,跳街舞喜欢,SCENE,NEUTRAL,hotViewAndCount
1,手下挺好,SCENE,NEUTRAL,hotViewAndCount
1,辉叔动作好慢,SCENE,NEUTRAL,hotViewAndCount
